id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,M_score,distance_center_km,R_value,R_score,F_score,Segment
866329,Entire Studio center of Bangkok,4549405,Carlos,Bang Rak,13.72479,100.53039,Private room,728,21,11,2022-11-20,0.1,2,316,4,1,3.9132062634661855,38,1,3,At Risk
2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,2022-12-21,1.2,5,57,3,2,2.9264678673405187,7,1,5,At Risk
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,2021-12-14,0.08,2,0,0,2,9.453163594486211,379,1,3,At Risk
889909,Spare room in a gated compound,4721867,Annie,Bang Na,13.65979,100.60643,Private room,700,1,4,2016-09-06,0.04,1,365,0,1,10.745919968228725,2304,5,2,New Visitors
2286703,❂City center☾Train station☽Private Bathroom8Aircon,1927968,Evan,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,2020-02-28,1.78,37,346,0,1,3.060169459046618,1034,5,5,Frequent Guests
2294502,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,2022-11-20,1.45,37,312,7,1,3.074465597979376,38,1,5,At Risk
1419797,2-room apartment@heart of BKK,7644106,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,2022-12-15,0.81,1,70,8,4,1.2893092253880885,13,1,5,At Risk
1420577,River view near ICON SIAM 74sqm. Free pick up,7647775,Hataipat,Khlong San,13.71847,100.50914,Entire home/apt,3067,45,2,2018-11-30,0.02,5,0,0,5,6.234533686144957,1489,5,1,Recent Visitors
1421233,Close to river and near city. Free pick up,7647775,Hataipat,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,2020-02-27,0.7,5,0,0,3,6.324123509460311,1035,5,5,Frequent Guests
2297767,Comfortable studio room on Ratchada,10656945,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,2022-12-02,0.32,1,10,3,1,5.420314011510091,26,1,4,At Risk
2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,2022-12-11,0.96,53,336,13,2,7.297846941635269,17,1,5,At Risk
2321290,1BR Cosy & Perfect Location @Asoke BTS/MRT,589801,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,2021-06-29,1.22,1,336,0,4,1.046124177805215,547,1,5,At Risk
909514,Newly Renovated 3BR Suite 146sqm BTS Thonglo,4877320,Nisa,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,2020-02-23,2.11,2,347,0,5,2.9703175714810213,1039,5,5,Frequent Guests
1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,Vadhana,13.73862,100.585,Private room,1049,3,1,2014-01-01,0.01,1,365,0,2,2.8389763582517937,3283,5,1,Recent Visitors
915293,One bedroom suite with kitchen@ center of Bangkok,4913308,Attakorn,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,2022-10-08,0.37,1,0,1,5,1.877943947511025,81,1,1,Inactive
920116,1Br 5mins walk to Airport Link Hua Mak sky train,4836941,GrongGaew,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,2017-12-30,0.14,4,89,0,3,8.79432716560154,1824,5,3,New Visitors
2360167,"Large 2 bedrooms apartment, Silom",12052974,Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,2022-12-01,0.25,1,338,7,5,5.264372782582707,27,1,4,At Risk
2368241,"Downtown,just 100m. To Siam,MBK,BTS",7647775,Hataipat,Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,2019-10-28,0.71,5,0,0,3,3.2952896078701426,1157,5,5,Frequent Guests
2368635,iSanook Eco Studio 6,8663142,ISanook Hotel,Bang Rak,13.7319,100.52255,Private room,1800,30,6,2018-07-16,0.06,45,320,0,4,4.292191997908551,1626,5,3,New Visitors
2368771,iSanook Studio 32 sqm 5,8663142,ISanook Hotel,Bang Rak,13.732,100.52294,Private room,2100,30,3,2022-02-07,0.03,45,357,1,4,4.2488123840225365,324,1,2,At Risk
2375378,iSanook Family Suite Deluxe 67 sqm 3,8663142,ISanook Hotel,Bang Rak,13.7332,100.52094,Private room,3900,30,1,2022-08-27,0.24,45,330,1,5,4.409143376753936,123,1,1,Inactive
1457235,City view Studio surrounding by street food,5793490,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,2022-12-23,0.07,6,86,1,2,6.188415318969207,5,1,3,At Risk
936765,Spacious 1 bed apartment close to BTS.,4785506,Ian,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,2013-04-17,0.02,1,87,0,3,8.464464996601746,3542,5,1,Recent Visitors
1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,2022-12-03,0.1,1,360,1,4,4.524453037839422,25,1,3,At Risk
1485092,New Model Studio 24,5469970,Yair,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,2,2016-11-13,0.02,10,365,0,2,6.462765453440234,2236,5,1,Recent Visitors
1485265,New Model Studio 24 - Sukhumvit 77,5469970,Yair,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,9,2017-03-30,0.09,10,365,0,2,8.165989538676058,2099,5,3,New Visitors
2516583,1-bedroom on Yen-Akart,12883621,Tyfoon,Yan na wa,13.71165,100.54957,Entire home/apt,1500,60,1,2017-07-21,0.02,1,363,0,3,3.9033559779169487,1986,5,1,Recent Visitors
2394858,Cool and Comfortable MRT in the Shadows of Silom,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,2022-11-19,1.36,37,358,3,1,3.074465597979376,39,1,5,At Risk
2516683,iSanook Family Suite Deluxe 67 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73155,100.52129,Private room,3700,30,6,2019-06-30,0.07,45,330,0,5,4.433409202685533,1277,5,3,New Visitors
2517068,Songphra Suite Deluxe 45sqm - Women,8663142,ISanook Hotel,Bang Rak,13.7334,100.52328,Private room,900,30,4,2016-04-30,0.04,45,301,0,2,4.161990833258339,2433,5,2,New Visitors
2526869,iSanook Student Studio Sublevel 4,8663142,ISanook Hotel,Bang Rak,13.73391,100.52297,Private room,1500,30,6,2022-04-22,0.06,45,302,1,3,4.176062449401093,250,1,3,At Risk
2526921,iSanook Student Studio Sublevel 1,8663142,ISanook Hotel,Bang Rak,13.73205,100.5234,Private room,1500,30,4,2020-01-21,0.05,45,321,0,3,4.200312410694199,1072,5,2,New Visitors
2541148,"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",13012967,Bee,Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,10,2019-01-24,0.11,1,271,0,2,6.628203742050678,1434,5,3,New Visitors
2542746,Spacious 1BR with Spectacular View,13020066,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,2022-12-14,1.98,3,294,18,4,2.508049840883118,14,1,5,At Risk
2401250,45 sq.m. room w/Kitchen 1 step from BTS,12271824,Kiat,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,12,2016-12-10,0.11,1,98,0,4,8.083517917229948,2209,5,3,New Visitors
2401426,✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,2022-12-06,1.12,37,321,1,1,3.0686093995177868,22,1,5,At Risk
2548283,iSanook Suite Deluxe 45 sqm 4,8663142,ISanook Hotel,Bang Rak,13.73227,100.52112,Private room,2743,30,3,2018-02-18,0.03,45,341,0,5,4.423633099316462,1774,5,2,New Visitors
2548310,iSanook Suite 34 sqm 5,8663142,ISanook Hotel,Bang Rak,13.7319,100.52202,Private room,1900,30,10,2022-11-20,0.1,45,323,1,4,4.345918380623854,38,1,3,At Risk
2561402,Luxury Apartment type 06,11772331,Nantiruj,Khlong Toei,13.73833,100.55635,Private room,1347,2,40,2022-07-15,0.38,5,330,1,3,0.8735648625900311,166,1,5,At Risk
2407073,8-bed Room/in Ratchada/Wifi,12304405,Siamaze,Din Daeng,13.78653,100.56912,Private room,2000,1,23,2018-02-22,0.22,8,90,0,4,4.651106281089154,1770,5,4,New Visitors
2407610,Nantiruj  Apartment  94 Sqm.   *,11772331,Nantiruj,Khlong Toei,13.73892,100.55673,Entire home/apt,1850,2,6,2020-01-05,0.06,5,330,0,4,0.7971678787642722,1088,5,3,New Visitors
1515778,"Bangkok near BTS Cosy Room Wifi, host take care",8093424,Tesue,Vadhana,13.70992,100.59918,Shared room,712,2,1,2018-08-01,0.02,1,355,0,1,5.807267835685577,1610,5,1,Recent Visitors
1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,2022-12-20,1.96,13,325,29,4,10.768395134574783,8,1,5,At Risk
1526123,Homey Studio Apt in Upscale Area,1774390,Add,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,2022-12-01,0.37,1,333,1,4,2.7465769868150005,27,1,5,At Risk
2579342,iSanook Suite Deluxe 45 sqm 5,8663142,ISanook Hotel,Bang Rak,13.73217,100.52297,Private room,2743,30,1,2014-03-24,0.01,45,341,0,5,4.239189879846,3201,5,1,Recent Visitors
2586938,iSanook Suite Deluxe 45 sqm 3,8663142,ISanook Hotel,Bang Rak,13.73352,100.52143,Private room,2686,30,2,2017-03-06,0.02,45,341,0,5,4.347835826911794,2123,5,1,Recent Visitors
2409441,Bangna Condo quiet and big park,12314253,Thanapat,Bang Na,13.65487,100.64337,Private room,1732,15,1,2014-07-09,0.01,1,365,0,4,13.507363279478184,3094,5,1,Recent Visitors
2413865,Private Double Room in Ratchada/Ensuit/WiFi,12304405,Siamaze,Din Daeng,13.7863,100.57026,Private room,943,1,5,2022-11-26,0.05,8,357,2,2,4.6549394244244455,32,1,2,At Risk
2587195,iSanook Studio 32 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73418,100.5226,Private room,1957,30,3,2022-06-07,0.03,45,341,1,4,4.205159574047982,204,1,2,At Risk
2432614,Spacious two Bedroom Apartment,5469970,Yair,Suanluang,13.72376,100.61804,Entire home/apt,1974,10,6,2019-02-04,0.06,10,365,0,4,6.751670969601952,1423,5,3,New Visitors
1526625,(W1) 2 Bedroom/MRT Samyan/Free WIFI/6ppl,6330956,Tan,Bang Rak,13.73232,100.52657,Entire home/apt,2701,1,239,2021-02-26,2.12,8,346,0,5,3.8702677901572478,670,1,5,At Risk
2604242,Modern apartment near airport,9550104,Krittiya,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,2022-12-14,0.24,13,260,4,2,13.238118494668095,14,1,4,At Risk
2604483,Newly renovated  apartment near the airport,9550104,Krittiya,Bang Na,13.66375,100.64965,Entire home/apt,950,30,41,2022-05-23,0.39,13,245,2,2,13.283935168878727,219,1,5,At Risk
2433970,k79room near BTS Onnut,12441237,Warut,Vadhana,13.70811,100.60112,Shared room,400,1,4,2018-09-07,0.04,1,365,0,1,6.097291905682666,1573,5,2,New Visitors
2434974,Luxury Serviced House City Centre - 250 sq meters.,12445454,Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,2022-12-22,1.82,1,145,4,5,1.7381635773970354,6,1,5,At Risk
2446205,"Condo CBD Bangkok, 100m fr. skytrain (Ratchadamri)",11449258,Peung Pataraporn,Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,2,2018-05-14,0.02,1,76,0,2,2.160911068948299,1689,5,1,Recent Visitors
2646840,cozy apartment&beautiful city view,9864891,Imteddy,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,2022-08-22,0.36,1,325,3,1,6.716679608963867,128,1,4,At Risk
2454945,iSanook Suite Deluxe 45 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73167,100.52116,Private room,2650,30,4,2014-04-07,0.04,45,341,0,5,4.441996973635396,3187,5,2,New Visitors
2455101,iSanook Suite 34 sqm 4,8663142,ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900,30,18,2022-08-03,0.17,45,337,3,4,4.25902377108798,147,1,4,At Risk
1571204,☞✭✮✯Old Spice Quiet Luxury in Heart of Bangkok✬✭✮✯,8214044,Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,2022-10-24,2.69,8,327,4,3,3.0964620520559616,65,1,5,At Risk
1585084,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,46,2019-02-26,0.43,53,356,0,5,1.7044219676336445,1401,5,5,Frequent Guests
2656886,The Nest - Cozy Studio top floor,13598910,David,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,2022-09-15,0.25,7,207,5,3,6.605436206018144,104,1,4,At Risk
2455998,iSanook Student Studio Sublevel 3,8663142,ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500,30,10,2022-06-18,0.09,45,189,1,3,4.218383858261658,193,1,3,At Risk
2461997,Bed in 4-bed Mixed Dorm in Ratchada/WiFi,12304405,Siamaze,Din Daeng,13.78542,100.56921,Shared room,456,1,4,2017-04-16,0.04,8,353,0,1,4.533546564266129,2082,5,2,New Visitors
2657480,The SkyHouse Duplex - Luxury Home,13598910,David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,2022-12-26,0.24,7,230,3,4,6.5230912548272055,2,1,4,At Risk
2682899,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2022-12-07,0.24,53,358,2,5,1.5553895777137043,21,1,4,At Risk
2708302,Bohemian Apartment (Pradipat-Ari),13859456,Bert,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,2018-07-02,1.5,1,76,0,3,5.442382916878927,1640,5,5,Frequent Guests
2467902,"CBD Silom/Sathorn, Great Value & Reliable, 1BR",9984621,Bojan,Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,25,2020-03-15,0.24,1,178,0,3,4.28514197542836,1018,5,4,New Visitors
2468232,1BR w/ River View & Infinity Pool,10061428,Wipawe,Khlong San,13.72185,100.50663,Entire home/apt,1039,84,25,2019-02-20,0.24,2,249,0,2,6.309921286171996,1407,5,4,New Visitors
2468256,iSanook Student Studio Sublevel 5,8663142,ISanook Hotel,Bang Rak,13.73208,100.52062,Private room,1500,30,7,2019-07-22,0.07,45,234,0,3,4.481622398730065,1255,5,3,New Visitors
2468803,iSanook Studio 32 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73397,100.52272,Private room,2100,30,7,2017-10-25,0.07,45,336,0,4,4.199778142025959,1890,5,3,New Visitors
2469023,iSanook Eco Studio 4,8663142,ISanook Hotel,Bang Rak,13.73229,100.52286,Private room,1700,30,5,2019-03-19,0.05,45,336,0,4,4.2457525319315845,1380,5,2,New Visitors
1625274,"Home Away from Home, Sukhumvit-Asoke",8641336,Ba-Wornpak (TAE),Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,2022-06-21,0.67,1,177,1,4,1.9902418155449288,190,1,5,At Risk
1629978,iSanook Eco Studio 7,8663142,ISanook Hotel,Bang Rak,13.73244,100.52204,Private room,1800,30,21,2020-04-11,0.19,45,336,0,4,4.3235408792552255,991,5,4,New Visitors
1630348,BANGKOK HUB DORM public transport,8664261,Kriengkrai,Sathon,13.71711,100.51524,Shared room,490,2,27,2019-08-01,0.25,7,365,0,1,5.745424547244819,1245,5,4,New Visitors
1630813,iSanook Suite Deluxe 45 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73232,100.52336,Private room,2700,30,8,2015-03-25,0.07,45,327,0,5,4.193869551366492,2835,5,3,New Visitors
1630920,iSanook Studio 32 sqm 6,8663142,ISanook Hotel,Bang Rak,13.73241,100.52168,Private room,2100,30,23,2018-01-11,0.21,45,357,0,4,4.361356371316165,1812,5,4,New Visitors
1631106,iSanook Family Suite Deluxe 67 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657,30,33,2022-10-01,0.3,45,330,1,5,4.226484492083204,88,1,4,At Risk
1642375,"Deluxe studio 45sqm,TheUpRama3,Kitchen,Kid’sClub",8717079,Kriengsak,Yan na wa,13.70249,100.53757,Private room,7343,1,1,2019-09-22,0.03,8,349,0,5,5.328104521415155,1193,5,1,Recent Visitors
1647608,iSanook Suite 34 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450,30,15,2022-11-20,0.14,45,320,2,4,4.180867549057249,38,1,4,At Risk
1657411,Near Suvarnabhumi Airport,8362130,Luckana,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,63,2020-02-28,0.57,2,365,0,3,18.779001441395643,1034,5,5,Frequent Guests
1661636,❂Citycenter✺Subway station✺Private Bathroom✺A1rc0n,1927968,Evan,Sathon,13.72066,100.5471,Entire home/apt,800,1,193,2020-10-31,1.72,37,355,0,1,3.0690588458263295,788,5,5,Frequent Guests
1662207,unit A-Sweet Studio- 2 guests,8807437,Oillie,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,8,2020-01-23,0.07,11,354,0,2,8.973966365149662,1070,5,3,New Visitors
1665776,1 Bedroom with Twin Beds- 2 guests,8807437,Oillie,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,4,2018-03-28,0.05,11,365,0,3,9.08563204646278,1736,5,2,New Visitors
1665970,1 Bedroom with a Double Bed- 2 guests,8807437,Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,2022-11-24,0.3,11,365,2,3,9.09975691372226,34,1,1,Inactive
1666361,2 Bedrooms with two double beds for 4 people,8807437,Oillie,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,1,2016-01-10,0.01,11,365,0,5,8.909746710233103,2544,5,1,Recent Visitors
1685582,★☆★Street Food@Ur Doorstep Quiet&Cozy BKK Center☆★,1927968,Evan,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,2022-11-21,1.61,37,290,8,1,3.069994074628449,37,1,5,At Risk
3638924,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2022-12-22,0.24,53,359,2,5,1.4122943880988805,6,1,4,At Risk
2712577,Adagio Bangkok Hotel,13882126,Adagio Bangkok,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,2018-08-20,0.02,6,365,0,3,3.8247496062777384,1591,5,1,Recent Visitors
3639111,French Vintage Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73749,100.63279,Private room,8000,1,14,2018-07-04,0.15,10,365,0,5,7.953073609345516,1638,5,4,New Visitors
3656982,Siam City....Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73618,100.63117,Private room,950,1,13,2018-02-19,0.13,10,364,0,2,7.796862227963831,1773,5,3,New Visitors
3704045,"Kid-friendly, Amazing Views Bangkok",2545448,Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,2022-12-20,0.6,1,326,10,4,9.067728754679804,8,1,5,At Risk
2479364,NJ cozy room - Airport link Ram,12679348,Kanokon,Suanluang,13.7447,100.60093,Private room,1801,30,3,2017-12-29,0.03,2,312,0,4,4.4584944020790935,1825,5,2,New Visitors
2714351,"double bed, comfortable, Adagio Bangkok(Superior)",13882126,Adagio Bangkok,Khlong Toei,13.70597,100.59998,Private room,1050,1,1,2017-08-25,0.02,6,358,0,2,6.172783327905116,1951,5,1,Recent Visitors
2716261,"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",13899655,Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2022-12-12,2.39,25,257,30,1,6.2305683891119426,16,1,5,At Risk
2492235,"Prime location,near BTS Ratchadamri",10535148,Panumas,Parthum Wan,13.73954,100.53954,Entire home/apt,1351,1,53,2017-11-05,0.54,1,241,0,3,2.2796100940015336,1879,5,5,Frequent Guests
2516198,2 Beds Connecting Room Furnished apartment,10772928,Yair,Suanluang,13.72343,100.61643,Entire home/apt,1659,10,5,2019-02-28,0.05,4,343,0,4,6.6026879730614905,1399,5,2,New Visitors
2720747,Authentic Family House,13922814,Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,2022-08-16,0.04,1,173,1,4,7.539545408536205,134,1,2,At Risk
3713433,WildWest Room..Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73584,100.63094,Private room,950,1,3,2017-08-09,0.03,10,364,0,2,7.777296348410889,1967,5,2,New Visitors
3713536,Little India...Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73601,100.63298,Private room,800,1,9,2019-01-07,0.09,10,364,0,1,7.993394080170837,1451,5,3,New Visitors
3714702,Sumo Village...Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.736,100.63322,Private room,742,1,9,2018-11-27,0.09,10,364,0,1,8.019271697610787,1492,5,3,New Visitors
2726713,Cozy 1 BD apt in Sukhumvit Soi 11,8688342,Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,2022-12-03,0.63,1,12,7,3,0.4388171682794625,25,1,5,At Risk
4327609,NEW 2 bedrm condo/next to BTS OnNut,22471584,Attapol,Vadhana,13.708,100.60072,Private room,1500,31,25,2022-12-16,0.25,1,332,2,3,6.073894269977055,12,1,4,At Risk
4344588,"Designer's House, 5 mins to skytrain, Vintage Room",6906718,Anne Araya,Phra Khanong,13.69952,100.6077,Private room,890,1,10,2019-11-21,0.13,25,332,0,2,7.268209619370446,1133,5,3,New Visitors
4356761,An apartment in Bangkok centre,22601465,Todd,Bang Rak,13.72982,100.52558,Entire home/apt,1100,2,33,2016-10-08,0.34,1,0,0,2,4.079448077549289,2272,5,4,New Visitors
2753594,"Serenity nr JJmarket,malls,MRT+BTS",2530240,Pat,Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,75,2022-10-25,0.73,1,331,5,2,8.150637981051037,64,1,5,At Risk
4367067,Female Dorm Room 4 Bunk Beds,7472382,Chatri,Ratchathewi,13.75285,100.53742,Shared room,450,1,25,2020-01-12,0.28,10,365,0,1,2.54423529196076,1081,5,4,New Visitors
4374932,6MinWalk to Train Park &Malls,22713979,Anna,Khlong Toei,13.72582,100.5704,Entire home/apt,990,30,27,2019-06-30,0.31,3,340,0,2,2.4658912375024706,1277,5,4,New Visitors
4379681,"✯Cool, colorful and Private near MRT Central BKK✯",1927968,Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,106,2022-12-07,1.07,37,315,1,1,3.0676178386626893,21,1,5,At Risk
3732347,Long term stay BKK 7th Fl. 30 sqm.,12557032,Gap,Bang Kapi,13.74914,100.60628,Entire home/apt,1039,60,3,2019-07-26,0.03,1,337,0,2,5.052165147458799,1251,5,2,New Visitors
2778907,LOFT 2 BR Silom- 5 min BTS S Taksin,2129668,Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2022-12-02,2.07,41,333,11,4,5.8546429796932795,26,1,5,At Risk
2805935,"Only12$, Private Aircondition Room.",5072454,Ko,Saphan Sung,13.77458,100.67411,Private room,390,1,16,2018-09-02,0.15,2,354,0,1,12.782650897858137,1578,5,4,New Visitors
3732731,Cozy 1BR freeWifi at BTSChidlom near Erawan shrine,15270186,Gee,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,19,2022-10-25,0.2,8,329,6,5,1.6938929557491957,64,1,4,At Risk
2813164,Feung Nakorn Room with Breakfast in Old town BKK,14391623,Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545,1,61,2022-11-30,0.62,24,360,6,5,6.537307108724423,28,1,5,At Risk
